data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
2020-07-16,Sociedad,Sevilla,0,0,D,0,0,D,11,8,4,3,3,2,16,13,1,2,0,0,5,0,1,2,3
2020-07-16,Ath Bilbao,Leganes,0,2,A,0,0,D,10,16,3,4,3,3,11,11,2,3,1,0,6,2,3,3,6
2020-07-16,Barcelona,Osasuna,1,2,A,0,1,A,19,9,3,5,10,2,7,14,4,1,0,1,12,3,4,2,6
2020-07-16,Betis,Alaves,1,2,A,0,0,D,14,9,7,5,6,5,14,18,6,4,1,1,11,3,7,5,12
2020-07-16,Celta,Levante,2,3,A,2,2,D,16,8,6,4,8,4,11,15,3,0,1,1,12,5,4,1,5
2020-07-13,Villarreal,Sociedad,1,2,A,0,0,D,9,11,3,6,2,10,12,11,2,2,0,0,12,3,2,2,4
2020-07-13,Alaves,Getafe,0,0,D,0,0,D,3,14,1,4,2,4,26,15,4,2,0,0,6,0,4,2,6
2020-07-13,Granada,Real Madrid,1,2,A,0,2,A,13,11,4,5,4,3,18,18,2,2,0,0,7,3,2,2,4
2020-07-07,Celta,Ath Madrid,1,1,D,0,1,A,9,10,4,2,6,2,14,13,3,3,0,0,8,2,3,3,6
2020-07-07,Valencia,Valladolid,2,1,H,1,0,H,10,11,4,5,5,2,9,5,3,0,0,0,7,3,3,0,3
2020-07-03,Barcelona,Sociedad,1,0,H,0,0,D,13,9,6,1,4,4,12,10,4,3,0,0,8,1,4,3,7
2020-07-03,Getafe,Celta,0,0,D,0,0,D,19,3,6,2,9,1,18,14,6,5,1,0,10,0,7,5,12
2020-07-03,Eibar,Mallorca,1,2,A,0,1,A,13,10,2,4,4,3,16,8,5,3,0,0,7,3,5,3,8
2020-07-03,Ath Madrid,Sevilla,2,2,D,2,2,D,21,12,3,4,8,4,14,16,2,4,0,0,12,4,2,4,6
2020-07-02,Alaves,Eibar,2,1,H,0,0,D,9,5,5,1,3,5,16,10,3,2,0,0,8,3,3,2,5
2020-06-30,Mallorca,Celta,5,1,H,3,0,H,9,12,7,8,2,11,16,12,3,2,0,0,13,6,3,2,5
2020-06-30,Leganes,Sevilla,0,3,A,0,2,A,9,11,3,6,4,2,23,10,4,3,0,0,6,3,4,3,7
2020-06-30,Barcelona,Ath Madrid,2,2,D,1,1,D,12,10,5,3,3,1,11,15,3,5,0,0,4,4,3,5,8
2020-06-29,Getafe,Sociedad,2,1,H,1,0,H,11,5,4,1,5,4,22,11,6,3,0,0,9,3,6,3,9
2020-06-28,Espanol,Real Madrid,0,1,A,0,1,A,8,14,5,6,0,5,18,12,1,1,0,0,5,1,1,1,2
2020-06-28,Granada,Eibar,1,2,A,0,1,A,14,13,5,6,8,5,8,13,1,0,0,0,13,3,1,0,1
2020-06-28,Villarreal,Valencia,2,0,H,2,0,H,17,4,4,0,1,4,9,18,0,2,0,0,5,2,0,2,2
2020-06-28,Levante,Betis,4,2,H,2,0,H,9,17,4,8,2,5,13,14,0,4,0,0,7,6,0,4,4
2020-06-27,Ath Madrid,Alaves,2,1,H,0,0,D,14,6,4,2,3,1,13,14,3,2,0,0,4,3,3,2,5
2020-06-27,Osasuna,Leganes,2,1,H,1,0,H,6,21,5,7,2,4,12,15,1,1,0,0,6,3,1,1,2
2020-06-27,Celta,Barcelona,2,2,D,0,1,A,10,18,6,2,3,8,19,10,3,4,0,0,11,4,3,4,7
2020-06-27,Ath Bilbao,Mallorca,3,1,H,2,0,H,12,14,6,2,1,8,17,16,1,2,0,0,9,4,1,2,3
2020-06-26,Sevilla,Valladolid,1,1,D,0,1,A,15,11,3,5,5,1,16,17,3,2,0,0,6,2,3,2,5
2020-06-25,Betis,Espanol,1,0,H,0,0,D,13,9,6,2,6,5,18,18,4,4,0,0,11,1,4,4,8
2020-06-25,Eibar,Valencia,1,0,H,1,0,H,14,7,5,0,10,8,12,7,4,2,0,1,18,1,4,3,7
2020-06-24,Alaves,Osasuna,0,1,A,0,0,D,5,7,0,1,7,3,12,14,2,3,0,0,10,1,2,3,5
2020-06-24,Sociedad,Celta,0,1,A,0,1,A,13,4,6,1,7,3,18,15,4,2,0,0,10,1,4,2,6
2020-06-24,Real Madrid,Mallorca,2,0,H,1,0,H,14,11,6,4,5,4,18,12,4,1,0,0,9,2,4,1,5
2020-06-23,Barcelona,Ath Bilbao,1,0,H,0,0,D,18,6,4,0,6,2,10,16,2,1,0,0,8,1,2,1,3
2020-06-23,Valladolid,Getafe,1,1,D,1,1,D,6,15,2,1,7,8,12,19,5,2,0,0,15,2,5,2,7
2020-06-23,Levante,Ath Madrid,0,1,A,0,1,A,12,12,0,7,10,4,12,14,4,2,0,0,14,1,4,2,6
2020-06-22,Leganes,Granada,0,0,D,0,0,D,9,4,3,1,4,2,12,16,4,4,0,0,6,0,4,4,8
2020-06-22,Villarreal,Sevilla,2,2,D,2,1,H,7,14,5,6,3,8,16,12,3,3,0,0,11,4,3,3,6
2020-06-21,Sociedad,Real Madrid,1,2,A,0,0,D,10,10,2,6,4,1,16,15,4,2,0,0,5,3,4,2,6
2020-06-21,Valencia,Osasuna,2,0,H,2,0,H,7,13,3,3,1,7,7,19,1,2,0,0,8,2,1,2,3
2020-06-21,Celta,Alaves,6,0,H,4,0,H,15,4,10,2,7,4,14,10,1,1,0,1,11,6,1,2,3
2020-06-20,Espanol,Levante,1,3,A,1,1,D,10,14,3,8,8,5,11,10,2,0,0,0,13,4,2,0,2
2020-06-20,Ath Madrid,Valladolid,1,0,H,0,0,D,15,6,4,2,10,1,14,12,4,2,0,0,11,1,4,2,6
2020-06-20,Getafe,Eibar,1,1,D,1,1,D,9,8,2,2,2,1,18,15,3,0,0,0,3,2,3,0,3
2020-06-20,Ath Bilbao,Betis,1,0,H,1,0,H,12,9,3,5,11,5,16,11,4,0,0,0,16,1,4,0,4
2020-06-19,Granada,Villarreal,0,1,A,0,1,A,14,5,4,1,5,0,17,15,0,3,0,0,5,1,0,3,3
2020-06-19,Mallorca,Leganes,1,1,D,1,0,H,7,16,3,4,3,7,15,11,3,6,0,0,10,2,3,6,9
2020-06-19,Sevilla,Barcelona,0,0,D,0,0,D,8,10,4,4,2,9,17,8,3,2,0,0,11,0,3,2,5
2020-06-18,Alaves,Sociedad,2,0,H,0,0,D,15,9,7,1,5,6,21,11,3,4,1,1,11,2,4,5,9
2020-06-18,Real Madrid,Valencia,3,0,H,0,0,D,19,4,14,2,8,2,12,11,0,2,0,1,10,3,0,3,3
2020-06-17,Osasuna,Ath Madrid,0,5,A,0,1,A,13,10,3,6,3,2,12,8,3,3,0,0,5,5,3,3,6
2020-06-17,Valladolid,Celta,0,0,D,0,0,D,6,11,1,4,5,8,18,15,3,3,0,0,13,0,3,3,6
2020-06-17,Eibar,Ath Bilbao,2,2,D,1,1,D,12,6,6,3,8,3,10,11,3,2,0,0,11,4,3,2,5
2020-06-16,Barcelona,Leganes,2,0,H,1,0,H,10,6,5,2,3,2,16,16,5,3,0,0,5,2,5,3,8
2020-06-16,Villarreal,Mallorca,1,0,H,1,0,H,10,15,4,5,2,6,16,10,3,4,0,0,8,1,3,4,7
2020-06-16,Getafe,Espanol,0,0,D,0,0,D,21,5,4,3,5,5,15,9,3,2,0,1,10,0,3,3,6
2020-06-15,Betis,Granada,2,2,D,0,1,A,18,8,6,5,11,2,13,18,2,4,0,0,13,4,2,4,6
2020-06-15,Levante,Sevilla,1,1,D,0,0,D,11,10,5,4,5,6,12,10,1,1,0,0,11,2,1,1,2
2020-06-14,Ath Bilbao,Ath Madrid,1,1,D,1,1,D,10,9,3,2,5,7,10,9,3,0,0,0,12,2,3,0,3
2020-06-14,Sociedad,Osasuna,1,1,D,0,1,A,9,8,4,1,1,6,5,12,1,3,0,0,7,2,1,3,4
2020-06-14,Real Madrid,Eibar,3,1,H,3,0,H,6,9,5,5,3,3,11,12,1,1,0,0,6,4,1,1,2
2020-06-13,Celta,Villarreal,0,1,A,0,0,D,4,15,0,4,2,8,5,20,1,1,0,0,10,1,1,1,2
2020-06-13,Espanol,Alaves,2,0,H,1,0,H,19,1,9,0,2,1,16,19,4,3,0,1,3,2,4,4,8
2020-06-13,Mallorca,Barcelona,0,4,A,0,2,A,13,12,3,7,9,3,16,5,1,2,0,0,12,4,1,2,3
2020-06-13,Leganes,Valladolid,1,2,A,0,1,A,11,6,2,2,2,1,21,20,2,4,0,0,3,3,2,4,6
2020-06-07,Levante,Sociedad,1,1,D,1,1,D,9,8,4,3,4,2,17,12,3,2,0,0,6,2,3,2,5
2020-06-07,Sevilla,Eibar,1,0,H,0,0,D,8,19,3,3,11,8,11,16,2,1,0,0,19,1,2,1,3
2020-06-03,Alaves,Valencia,1,1,D,0,1,A,13,6,2,2,3,3,9,10,5,3,0,0,6,2,5,3,8
2020-05-07,Ath Bilbao,Real Madrid,0,1,A,0,0,D,7,10,1,4,3,2,13,8,4,3,0,0,5,1,4,3,7
2020-05-07,Espanol,Leganes,0,1,A,0,0,D,7,4,2,2,0,3,14,22,4,3,1,0,3,1,5,3,8
2020-05-07,Osasuna,Getafe,0,0,D,0,0,D,6,6,2,1,2,2,17,18,5,4,0,0,4,0,5,4,9
2020-05-07,Villarreal,Barcelona,1,4,A,1,3,A,11,18,4,12,2,6,11,11,1,0,0,0,8,5,1,0,1
2020-05-01,Alaves,Betis,1,1,D,1,0,H,6,10,1,3,3,6,18,15,7,3,0,1,9,2,7,4,11
2020-05-01,Celta,Osasuna,1,1,D,0,0,D,20,8,7,1,6,1,14,19,4,3,0,0,7,2,4,3,7
2020-05-01,Sociedad,Villarreal,1,2,A,1,0,H,10,14,2,2,7,2,16,14,5,4,0,0,9,3,5,4,9
2020-05-01,Granada,Mallorca,1,0,H,1,0,H,7,17,4,5,3,4,23,11,5,1,0,0,7,1,5,1,6
2020-04-07,Celta,Betis,1,1,D,1,0,H,5,10,1,3,2,8,20,18,5,4,0,0,10,2,5,4,9
2020-04-07,Granada,Valencia,2,2,D,0,0,D,17,4,4,3,7,3,18,14,2,2,0,0,10,4,2,2,4
2020-04-07,Valladolid,Alaves,1,0,H,0,0,D,5,7,3,0,1,3,13,17,0,0,0,0,4,1,0,0,0
2020-04-01,Espanol,Barcelona,2,2,D,1,0,H,8,14,3,7,4,5,17,11,2,2,0,1,9,4,2,3,5
2020-04-01,Ath Madrid,Levante,2,1,H,2,1,H,17,6,8,3,5,5,9,10,1,3,0,0,10,3,1,3,4
2020-04-01,Getafe,Real Madrid,0,3,A,0,1,A,15,10,4,8,7,4,20,14,3,2,0,0,11,3,3,2,5
2020-04-01,Valencia,Eibar,1,0,H,1,0,H,9,10,1,3,6,5,13,20,1,3,0,1,11,1,1,4,5
2020-03-07,Ath Madrid,Mallorca,3,0,H,2,0,H,15,13,3,1,4,5,14,11,2,1,0,0,9,3,2,1,3
2020-03-01,Sevilla,Ath Bilbao,1,1,D,0,1,A,9,6,2,1,9,1,16,20,2,4,0,0,10,2,2,4,6
2020-03-01,Valladolid,Leganes,2,2,D,1,2,A,14,12,5,5,4,3,16,13,3,2,0,0,7,4,3,2,5
2020-02-29,Eibar,Levante,3,0,H,1,0,H,13,11,9,4,3,6,15,16,3,2,0,0,9,3,3,2,5
2020-02-29,Granada,Celta,0,0,D,0,0,D,14,6,0,2,6,1,14,11,3,5,0,0,7,0,3,5,8
2020-02-29,Valencia,Betis,2,1,H,0,0,D,10,14,5,5,6,7,13,9,2,3,0,0,13,3,2,3,5
2020-02-29,Leganes,Alaves,1,1,D,0,0,D,19,8,6,4,6,4,18,18,3,3,0,0,10,2,3,3,6
2020-02-28,Sociedad,Valladolid,1,0,H,0,0,D,13,6,4,1,8,4,15,11,1,1,0,0,12,1,1,1,2
2020-02-23,Osasuna,Granada,0,3,A,0,3,A,14,10,1,4,6,3,19,11,3,1,0,0,9,3,3,1,4
2020-02-23,Ath Madrid,Villarreal,3,1,H,1,1,D,16,10,9,4,6,1,14,6,1,2,0,0,7,4,1,2,3
2020-02-23,Alaves,Ath Bilbao,2,1,H,1,1,D,4,13,4,5,2,9,17,12,4,4,0,0,11,3,4,4,8
2020-02-23,Getafe,Sevilla,0,3,A,0,1,A,10,8,2,5,5,3,14,17,7,3,0,0,8,3,7,3,10
2020-02-23,Valladolid,Espanol,2,1,H,0,0,D,21,6,6,2,4,2,10,18,1,5,0,1,6,3,1,6,7
2020-02-22,Celta,Leganes,1,0,H,0,0,D,3,11,1,2,2,9,13,17,3,3,1,0,11,1,4,3,7
2020-02-22,Barcelona,Eibar,5,0,H,3,0,H,13,12,11,5,5,5,8,19,0,2,0,0,10,5,0,2,2
2020-02-22,Sociedad,Valencia,3,0,H,2,0,H,19,6,7,1,6,7,19,9,1,1,0,0,13,3,1,1,2
2020-02-22,Levante,Real Madrid,1,0,H,0,0,D,8,19,2,7,3,7,16,10,1,2,0,0,10,1,1,2,3
2020-02-21,Betis,Mallorca,3,3,D,2,2,D,19,11,6,4,7,1,13,12,2,1,0,0,8,6,2,1,3
2020-02-16,Leganes,Betis,0,0,D,0,0,D,11,3,1,2,4,2,15,20,5,3,0,1,6,0,5,4,9
2020-02-16,Real Madrid,Celta,2,2,D,0,1,A,15,5,4,3,9,3,10,10,2,2,0,0,12,4,2,2,4
2020-02-16,Sevilla,Espanol,2,2,D,1,1,D,18,5,6,3,9,2,17,9,3,4,0,1,11,4,3,5,8
2020-02-16,Ath Bilbao,Osasuna,0,1,A,0,1,A,12,6,2,2,4,0,14,20,4,4,0,0,4,1,4,4,8
2020-02-15,Granada,Valladolid,2,1,H,0,0,D,11,6,5,4,10,5,19,13,3,2,0,0,15,3,3,2,5
2020-02-15,Mallorca,Alaves,1,0,H,0,0,D,14,10,6,0,8,5,16,15,0,2,0,0,13,1,0,2,2
2020-02-15,Barcelona,Getafe,2,1,H,2,0,H,12,7,5,2,2,3,12,30,3,2,0,0,5,3,3,2,5
2020-02-15,Villarreal,Levante,2,1,H,1,0,H,14,11,6,2,5,10,15,15,3,1,0,0,15,3,3,1,4
2020-02-14,Valencia,Ath Madrid,2,2,D,1,2,A,9,8,3,3,11,4,12,16,3,3,0,0,15,4,3,3,6
2020-02-07,Real Madrid,Getafe,1,0,H,0,0,D,8,10,4,3,6,5,15,22,5,5,0,0,11,1,5,5,10
2020-02-07,Eibar,Osasuna,0,2,A,0,1,A,11,9,4,6,9,4,8,12,1,1,0,0,13,2,1,1,2
2020-02-07,Sociedad,Espanol,2,1,H,0,1,A,12,4,4,3,4,3,11,15,2,1,0,0,7,3,2,1,3
2020-02-02,Leganes,Sociedad,2,1,H,0,1,A,12,2,5,1,3,1,24,19,4,3,0,0,4,3,4,3,7
2020-02-02,Eibar,Betis,1,1,D,1,1,D,8,14,3,6,2,7,15,16,2,2,0,0,9,2,2,2,4
2020-02-02,Ath Bilbao,Getafe,0,2,A,0,1,A,8,9,2,3,5,4,11,19,2,5,0,0,9,2,2,5,7
2020-02-02,Sevilla,Alaves,1,1,D,0,0,D,14,4,3,3,6,1,13,12,2,1,0,0,7,2,2,1,3
2020-02-02,Villarreal,Osasuna,3,1,H,1,0,H,9,17,4,5,4,6,19,15,3,2,0,0,10,4,3,2,5
2020-02-02,Barcelona,Levante,2,1,H,2,0,H,23,10,9,5,8,3,6,10,2,0,0,0,11,3,2,0,2
2020-01-26,Valladolid,Real Madrid,0,1,A,0,0,D,4,12,0,3,3,5,7,11,1,3,0,0,8,1,1,3,4
2020-01-26,Sociedad,Mallorca,3,0,H,0,0,D,14,8,5,4,7,3,15,7,0,2,0,0,10,3,0,2,2
2020-01-26,Getafe,Betis,1,0,H,0,0,D,7,8,3,1,8,4,19,12,2,4,0,1,12,1,2,5,7
2020-01-26,Ath Madrid,Leganes,0,0,D,0,0,D,14,10,3,4,7,6,10,19,2,6,0,1,13,0,2,7,9
2020-01-26,Celta,Eibar,0,0,D,0,0,D,18,5,5,3,6,3,9,16,1,0,0,0,9,0,1,0,1
2020-01-25,Sevilla,Granada,2,0,H,2,0,H,12,8,4,1,3,6,13,18,4,1,0,0,9,2,4,1,5
2020-01-25,Espanol,Ath Bilbao,1,1,D,0,1,A,9,11,3,3,2,3,14,14,3,1,0,0,5,2,3,1,4
2020-01-25,Valencia,Barcelona,2,0,H,0,0,D,8,14,6,5,2,0,13,16,1,3,0,0,2,2,1,3,4
2020-01-25,Alaves,Villarreal,1,2,A,0,1,A,12,11,6,6,7,4,10,12,2,1,0,0,11,3,2,1,3
2020-01-24,Osasuna,Levante,2,0,H,0,0,D,15,6,3,2,5,5,18,11,3,3,0,0,10,2,3,3,6
2020-01-19,Mallorca,Valencia,4,1,H,3,0,H,13,8,6,1,1,6,18,11,4,4,0,1,7,5,4,5,9
2020-01-19,Betis,Sociedad,3,0,H,2,0,H,14,7,6,0,6,2,8,10,3,1,0,0,8,3,3,1,4
2020-01-19,Villarreal,Espanol,1,2,A,0,1,A,21,16,5,5,4,4,15,18,1,3,0,1,8,3,1,4,5
2020-01-19,Ath Bilbao,Celta,1,1,D,0,0,D,22,7,6,3,13,0,18,12,4,3,0,0,13,2,4,3,7
2020-01-19,Barcelona,Granada,1,0,H,0,0,D,18,5,6,1,7,0,11,17,0,4,0,1,7,1,0,5,5
2020-01-18,Osasuna,Valladolid,0,0,D,0,0,D,21,5,5,3,9,1,16,10,2,2,0,0,10,0,2,2,4
2020-01-18,Real Madrid,Sevilla,2,1,H,0,0,D,13,8,4,3,2,4,17,12,3,1,0,0,6,3,3,1,4
2020-01-18,Levante,Alaves,0,1,A,0,0,D,20,14,3,6,7,6,12,20,2,4,0,0,13,1,2,4,6
2020-01-18,Eibar,Ath Madrid,2,0,H,1,0,H,9,12,4,4,6,7,16,14,1,2,0,0,13,2,1,2,3
2020-01-17,Leganes,Getafe,0,3,A,0,3,A,8,8,2,4,4,4,22,18,6,4,0,0,8,3,6,4,10
2020-01-07,Valencia,Ath Bilbao,0,2,A,0,1,A,10,12,1,4,3,5,9,12,1,0,0,0,8,2,1,0,1
2020-01-07,Alaves,Granada,0,2,A,0,1,A,11,7,4,4,6,2,18,17,3,2,0,0,8,2,3,2,5
2020-01-07,Betis,Villarreal,0,2,A,0,2,A,9,15,1,6,1,5,10,16,4,1,1,0,6,2,5,1,6
2020-01-07,Valladolid,Levante,0,0,D,0,0,D,15,8,4,3,8,3,10,12,2,1,0,0,11,0,2,1,3
2020-01-03,Ath Bilbao,Villarreal,1,0,H,0,0,D,18,10,6,3,5,6,11,13,6,6,0,0,11,1,6,6,12
2020-01-03,Espanol,Ath Madrid,1,1,D,1,0,H,9,5,3,2,3,4,20,18,3,4,0,0,7,2,3,4,7
2020-01-03,Mallorca,Getafe,0,1,A,0,0,D,4,9,1,5,4,3,13,24,4,5,1,0,7,1,5,5,10
2020-01-03,Real Madrid,Barcelona,2,0,H,0,0,D,13,9,5,4,8,2,13,10,2,2,0,0,10,2,2,2,4
2020-01-03,Sevilla,Osasuna,3,2,H,2,0,H,12,14,5,4,7,1,9,14,2,2,0,1,8,5,2,3,5
2020-01-02,Granada,Espanol,2,1,H,1,1,D,8,22,2,4,3,9,15,17,3,3,0,0,12,3,3,3,6
2020-01-02,Valencia,Celta,1,0,H,0,0,D,9,11,5,4,4,7,14,20,6,3,0,0,11,1,6,3,9
2020-01-02,Mallorca,Valladolid,0,1,A,0,0,D,16,15,4,7,8,5,11,10,4,1,0,0,13,1,4,1,5
2020-01-02,Real Madrid,Ath Madrid,1,0,H,0,0,D,16,4,5,1,5,6,18,11,2,3,0,0,11,1,2,3,5
2019-12-22,Levante,Celta,3,1,H,0,1,A,13,12,7,5,8,7,8,15,3,6,0,0,15,4,3,6,9
2019-12-22,Real Madrid,Ath Bilbao,0,0,D,0,0,D,20,8,8,2,6,4,8,14,1,0,0,0,10,0,1,0,1
2019-12-22,Leganes,Espanol,2,0,H,1,0,H,11,9,5,3,1,5,11,15,1,6,0,0,6,2,1,6,7
2019-12-22,Osasuna,Sociedad,3,4,A,1,3,A,19,13,7,7,8,3,11,12,6,2,1,0,11,7,7,2,9
2019-12-22,Betis,Ath Madrid,1,2,A,0,0,D,15,8,2,5,5,3,11,14,4,3,0,0,8,3,4,3,7
2019-12-21,Villarreal,Getafe,1,0,H,0,0,D,11,7,4,0,2,5,8,18,2,5,0,1,7,1,2,6,8
2019-12-21,Valladolid,Valencia,1,1,D,0,0,D,14,5,6,2,5,4,10,12,0,3,0,0,9,2,0,3,3
2019-12-21,Barcelona,Alaves,4,1,H,2,0,H,8,5,4,3,3,4,10,11,2,4,0,0,7,5,2,4,6
2019-12-21,Mallorca,Sevilla,0,2,A,0,1,A,8,13,1,6,3,6,15,12,6,3,0,0,9,2,6,3,9
